排名,公司简称,公司全称,城市,行业,行业排名,轮次,最近融资,累计融资额,投资方,简介
80,弥德科技,广州弥德科技有限公司,2,19,3,A轮,2019,40000000,未披露,弥德科技是一家裸眼3D技术方案提供商，公司以光学模拟与优化、电路开发与仿真、软件设计与实现等方面为核心，研发了全高清、低全局串扰率、全彩色的裸眼立体显示技术，致力于为教育、娱乐、专业可视化等行业提供裸眼3D技术解决方案。
204,森声数字,森声数字科技（深圳）有限公司,1,19,4,D轮,2018,33000000,华诺创投，三诺声智联，弘治资本，华业天成，东方瑞佳投资，原创资本，金梧桐投资，三诺集团,森声数字科技（深圳）有限公司于2015年8月在深圳注册成立，是一家建立在视、听觉感知系统上的人类声学技术研发企业。一直致力于全息音视频技术的研发与创新。公司主营VR音频一体化设备，并结合VR音频软件技术平台，建立并推动VR音频行业标准。面向国际国内市场，将智能硬件、移动软硬件系统与内容分享平台合成一体。
305,创幻科技,广州创幻数码科技有限公司,2,19,5,C轮,2018,40000000,乐游资本，冠润创投，漫拍，杭州西略文化创意有限公司，美盛文化，乐羽天奇（北京）文化传播有限责任公司,创幻数码科技（简称创幻科技），集研发与销售为一体，是国内二次元AR/VR结合的先驱者，坐落于妖都广州天河区智汇Park。公司专注于AR/VR相关动漫周边及游戏内容开发，并致力于使用创新技术给用户带来更好的感官体验。 公司自有品牌《超次元》和代表形象“次元酱”经长期市场培育，已拥有大量粉丝沉淀和广泛的市场知名度，也开始向自有IP方向继续发展。目前“次元酱”已作为偶像组合“SS Idol”特殊成员之一出道，而以次元酱作为主人公的大型综合企划《次元空想》也正在筹备当中。 创幻已取得众多知名动漫品牌授权，并和国内如有妖气、腾讯文学、漫友等平台建立深度合作关系；创幻创新的产品理念和先进、独特的商业模式，成功进入腾讯2014互联网创业比赛10强，并获得了日本最大互联网企业之一CyberAgent的pre A轮投资。创幻拥有线上线下销售能力，线上主要为超次元APP、淘宝店等覆盖二次元用户群;线下渠道铺设于全国大小各种漫展、便利店、动漫实体店，并已推出自动贩卖终端，已遍及23个省市自治区，并延伸至马来西亚泰国等地。2015年底获得获美盛文化千万规模投资。 搜索词条：“AR激斗”“超次元” 我们奋斗目标o(*≧▽≦)ツ： 让创幻成为最好的OAO（online and offline）数字娱乐产品开发商 微信公众号：超次元资讯站官方微博：http://weibo.com/artongren产品官网：http://www.acgvr.com/ 淘宝官方旗舰店：http://artongren.taobao.com 法定福利： ◆ 周末双休 ◆ 五险一金； ◆ 法定有薪假期； ◆ 长达5天~12天带薪年假； 补贴福利： ◆ 交通补贴申请； ◆ 加班餐补 ◆ 每月午餐补贴； 次元酱么么哒福利： ◆ 年终奖、年度评优、日常奖励； 吃货福利： ◆ 每周下午茶； ◆ 公司、部门抱团聚餐吃吃吃； 特别礼金： ◆ 员工生日礼物及次元酱么么哒(╭￣3￣)╭♡； ◆ 员工结婚贺仪、生育礼金、康复/丧亲慰问金； ◆ 妇女节、端午节、中秋节、春节等节日礼金； 团队福利： ◆ 免费图书借阅； ◆ 必要的劳动保护用品； ◆ 不定期部门party、爬山、晚会等文娱活动； ◆ 免费的篮球、羽毛球、文娱体育设施； ◆ 每年多次户外旅游，工作生活两不误； 职业发展： ◆ 各种优秀岗位内聘机会； ◆ 免费提供内部培训、外部培训机会；
314,羽迹试试,深圳羽迹科技有限公司,1,19,6,天使轮,2019,3000000,招商启航资本，前海东方盛鼎创投,羽迹Avatar是一个3D建模云服务平台，只需要自拍一张照片，8秒即可完成手机端建模，并且模型是可编辑，实现表情动画和动作。在模型的还原真实度方面，羽迹在算法模型中加入了深度学习，基于现在的样本数量，还原度可达到70%。
321,玖的科技,广州玖的数码科技有限公司,2,19,7,B轮,2017,40000000,中科招商，广州博士投资管理有限公司，广东文投，霍尔果斯久邦信息技术有限公司，国富金源投资，久邦数码/3G门户,玖的VR是一家VR硬件及VR内容研发商，其VR产品包括DVR体验馆、野战排、VR赛车、VR视界等，广泛应用于购物中心，电影院、游乐园、网咖、房地产、汽车、教育、安全等领域。
477,裂石影音,深圳市裂石影音科技有限公司,1,19,8,A轮,2018,25000000,富恩德，合兴永盛基金，陈永华，智盈达投资，合兴永盛（深圳）投资控股集团有限公司，SOSV,SONICAM（深圳市裂石影音科技有限公司）成立于2016年，专注于全景影像技术的研发，以360°全景相机（VR相机）SONICAM为核心产品。 SONICAM成立的目标是通过为专业消费者和业余爱好者提供高性价比易操作的360° VR摄像及制作解决方案来促进与革新虚拟现实行业。 SONICAM的目标是推动虚拟现实行业的发展。
484,Ximmerse虚拟现实科技,广东虚拟现实科技有限公司,1,19,9,A轮,2018,15000000,My EG Capital Sdn Bhd，高通QualcommVentures，高通投资，奥飞娱乐，长策投资,XIMMERSE旨在于创造一个引人入胜的虚拟现实体验。XIMMERSE 是一家专注于研发移动计算机视觉的科技公司，于广州，深圳，美国洛杉矶设立办公室。自2015年1月成立起，一直致力研究计算机视觉在虚拟现实中移动端的输入方案，通过不断优化的技术提供给用户在虚拟环境交互上更多新的可能性。 XIMMERSE希望给用户带来更完美的虚拟现实交互体验，为人机交互开启更多的可能性。公司技术团队由一群充满热情与富有创造力，专业技术经验优厚的工程师组成。公司针对用户对虚拟现实体验的需求，提供了一套无线，便携的移动虚拟现实体验的解决方案，以方便用户在更多的场景下能更便利、流畅地体验虚拟现实，并能享受在虚拟现实里的互动操作。 2017年Ximmerse 作为CES 英特尔(Intel)及高通(Qualcomm)的中国唯一VR联合展示方，在Intel及高通展位大放异彩，也成为此次 CES 上 VR 领域的亮点之一。 Ximmerse由美国高通(Qualcomm Ventures), 以及中国奥飞娱乐和CCI投资。 公司网址：www.ximmerse.net
495,妙智科技（深圳）,妙智科技（深圳）有限公司,1,19,10,B轮,2017,13000000,深圳投控，深圳移盟投资，松禾资本,妙智科技是一家VR智能医学影像系统研发商，自主研发了VR医疗影像平台，通过对MRI、CT扫描的二维图像进行三维重建，并对接各类VR显示设备，实现医学教育、辅助诊断、术前规划、医患沟通等功能。
29,势必可赢,广州国音智能科技有限公司,2,20,1,B轮,2018,240000000,福鱼资本跟投，原创资本，雷雨资本，原创资本领投A2轮融资，弘治资本，福鱼资本，IDG资本领投，IDG资本,深圳势必可赢科技有限公司成立于2016年，公司位于深圳南山区软件园，是一家声纹识别与身份安全解决方案提供商。深圳势必可赢科技有限公司主要面向公安、金融、社保、安防、智能硬件等行业领域提供声纹识别与身份安全解决方案，主要包括声纹数据库建设、声纹采集系统、声纹识别系统以及声纹大数据解决方案等。
43,威胁猎人,深圳永安在线科技有限公司,1,20,2,B轮,2018,45000000,猎豹移动，真格基金，易合资本，泰岳梧桐资本,威胁猎人是一家互联网黑色产业分析及威胁情报提供商。威胁猎人推出的产品TH-Karma是一个业务安全情报服务平台，通过开源情报中社交网络信息、黑产线索源的信息等，提早发现黑产攻击意图和趋势，让客户了解黑产的一举一动。
194,数篷科技,数篷科技（深圳）有限公司,1,20,3,A轮,2018,69000000,经纬中国,数篷科技成立于2018年6月，是一家数据安全初创公司，致力于为企业提供软件定义的、从终端到云端自适应可信计算环境，实现在云计算和区块链环境下的数据安全和隐私保护。成立三个月就获得了顶级VC资本青睐 - 经纬中国500万美元Pre-A独家投资。 数据是大数据、3等技术应用的三大要素之一，也将是未来的第一生产力。同时，在云计算、3环境下的数据安全面临着前所未有的诸多技术挑战，目前尚没有完善的解决方案和产品让客户更放心地使用数据，释放数据潜能。数据安全领域面临新的发展机遇和广阔市场空间。 数篷科技是以自适应和智能化为目标，立足自主创新、应用前沿技术，研发打造先进的安全技术产品，解决诸如混合云弹性计算环境、应用和数据的动态迁移、身份跟踪和审计、数据流转和共享的安全机制、移动办公和跨企业协作需求等挑战，满足数据自由安全使用的期待愿景。 数篷科技团队成员大多来自BAT等一线互联网公司。创始人团队来自百度基础技术团队，在大规模分布式系统、高性能计算、安全前沿技术等领域有很强的技术积累和丰富的工程实践经验；联合创始人还担任多所顶尖大学的兼职教授、博士生导师、客座研究员、国家级学术专委会委员和副主委等，为公司长远发展奠定坚实的技术基础。
